Supplemental Table 5: ncNATs tissue association.,,,
gene_id,gene_name,tissue,type
ENSG00000280046.1,AC104581.4,Retina_Normal,group_enhanced
ENSG00000280233.1,AC015813.7,Retina_Normal,group_enhanced
ENSG00000281832.1,LINC00602,Retina_Normal,group_enhanced
ENSG00000282021.1,AC100810.3,Retina_Normal,group_enhanced
ENSG00000282943.1,AC004784.1,Retina_Normal,group_enhanced
ENSG00000283221.1,AC007218.2,Retina_Normal,group_enhanced
ENSG00000283259.1,AC242022.1,Retina_Normal,group_enhanced
ENSG00000285600.1,AC023593.1,Retina_Normal,group_enhanced
ENSG00000285945.1,AC242022.2,Retina_Normal,group_enhanced
ENSG00000285987.1,AL157886.1,Retina_Normal,group_enhanced
ENSG00000286311.1,AL034550.3,Retina_Normal,group_enhanced
ENSG00000286948.1,AP000867.5,Retina_Normal,group_enhanced
ENSG00000287191.1,AC055807.1,Retina_Normal,group_enhanced
ENSG00000287221.1,AL589794.2,Retina_Normal,group_enhanced
ENSG00000287388.1,AC068774.1,Retina_Normal,group_enhanced
ENSG00000287705.1,AL139232.1,Retina_Normal,group_enhanced
ENSG00000288011.1,AC024597.1,Retina_Normal,group_enhanced
LOC101927066,NA,Retina_Normal,group_enhanced
LOC101928362,NA,Retina_Normal,group_enhanced
LOC101928864,NA,Retina_Normal,group_enhanced
LOC105369657,NA,Retina_Normal,group_enhanced
LOC105372245,NA,Retina_Normal,group_enhanced
LOC105372246,NA,Retina_Normal,group_enhanced
LOC105375659,NA,Retina_Normal,group_enhanced
LOC105375760,NA,Retina_Normal,group_enhanced
LOC105376767,NA,Retina_Normal,group_enhanced
LOC105376818,NA,Retina_Normal,group_enhanced
LOC107984015,NA,Retina_Normal,group_enhanced
LOC107986760,NA,Retina_Normal,group_enhanced
LOC124901101,NA,Retina_Normal,group_enhanced
LOC124901277,NA,Retina_Normal,group_enhanced
LOC124902282,NA,Retina_Normal,group_enhanced
LOC124902443,NA,Retina_Normal,group_enhanced
LOC124902743,NA,Retina_Normal,group_enhanced
LOC124903011,NA,Retina_Normal,group_enhanced
LOC124903726,NA,Retina_Normal,group_enhanced
LOC124903892,NA,Retina_Normal,group_enhanced
LOC124903942,NA,Retina_Normal,group_enhanced
LOC124904218,NA,Retina_Normal,group_enhanced
LOC124904277,NA,Retina_Normal,group_enhanced
LOC124904342,NA,Retina_Normal,group_enhanced
LOC124904599,NA,Retina_Normal,group_enhanced
LOC441087,NA,Retina_Normal,group_enhanced
MSTRG.SL.chr1.25,NA,Retina_Normal,group_enhanced
MSTRG.SL.chr1.256,NA,Retina_Normal,group_enhanced
MSTRG.SL.chr11.162,NA,Retina_Normal,group_enhanced
MSTRG.SL.chr12.173,NA,Retina_Normal,group_enhanced
MSTRG.SL.chr14.40,NA,Retina_Normal,group_enhanced
MSTRG.SL.chr14.42,NA,Retina_Normal,group_enhanced
MSTRG.SL.chr14.53,NA,Retina_Normal,group_enhanced
MSTRG.SL.chr15.117,NA,Retina_Normal,group_enhanced
MSTRG.SL.chr17.189,NA,Retina_Normal,group_enhanced
MSTRG.SL.chr17.91,NA,Retina_Normal,group_enhanced
MSTRG.SL.chr18.20,NA,Retina_Normal,group_enhanced
MSTRG.SL.chr19.154,NA,Retina_Normal,group_enhanced
MSTRG.SL.chr19.8,NA,Retina_Normal,group_enhanced
MSTRG.SL.chr19.9,NA,Retina_Normal,group_enhanced
MSTRG.SL.chr2.10,NA,Retina_Normal,group_enhanced
MSTRG.SL.chr2.131,NA,Retina_Normal,group_enhanced
MSTRG.SL.chr20.11,NA,Retina_Normal,group_enhanced
MSTRG.SL.chr20.75,NA,Retina_Normal,group_enhanced
MSTRG.SL.chr22.69,NA,Retina_Normal,group_enhanced
MSTRG.SL.chr5.104,NA,Retina_Normal,group_enhanced
MSTRG.SL.chr6.50,NA,Retina_Normal,group_enhanced
MSTRG.SL.chr6.83,NA,Retina_Normal,group_enhanced
MSTRG.SL.chr6.86,NA,Retina_Normal,group_enhanced
MSTRG.SL.chr8.15,NA,Retina_Normal,group_enhanced
MSTRG.SL.chr9.155,NA,Retina_Normal,group_enhanced
MSTRG.SL.chrX.53,NA,Retina_Normal,group_enhanced
MSTRG.SL.KI270713.1.1,NA,Retina_Normal,group_enhanced
NONHSAG003915.3,NA,Retina_Normal,group_enhanced
NONHSAG008765.2,NA,Retina_Normal,group_enhanced
NONHSAG010339.2,NA,Retina_Normal,group_enhanced
NONHSAG015551.2,NA,Retina_Normal,group_enhanced
NONHSAG016976.2,NA,Retina_Normal,group_enhanced
NONHSAG019007.2,NA,Retina_Normal,group_enhanced
NONHSAG021313.2,NA,Retina_Normal,group_enhanced
NONHSAG026699.3,NA,Retina_Normal,group_enhanced
NONHSAG031120.3,NA,Retina_Normal,group_enhanced
NONHSAG040305.2,NA,Retina_Normal,group_enhanced
NONHSAG049929.2,NA,Retina_Normal,group_enhanced
NONHSAG058546.1,NA,Retina_Normal,group_enhanced
NONHSAG060776.1,NA,Retina_Normal,group_enhanced
NONHSAG061636.1,NA,Retina_Normal,group_enhanced
NONHSAG064275.2,NA,Retina_Normal,group_enhanced
NONHSAG065443.1,NA,Retina_Normal,group_enhanced
NONHSAG068772.1,NA,Retina_Normal,group_enhanced
NONHSAG073412.1,NA,Retina_Normal,group_enhanced
NONHSAG075904.1,NA,Retina_Normal,group_enhanced
NONHSAG077555.1,NA,Retina_Normal,group_enhanced
NONHSAG077921.1,NA,Retina_Normal,group_enhanced
NONHSAG083957.1,NA,Retina_Normal,group_enhanced
NONHSAG084986.2,NA,Retina_Normal,group_enhanced
NONHSAG088293.1,NA,Retina_Normal,group_enhanced
NONHSAG088652.1,NA,Retina_Normal,group_enhanced
NONHSAG090444.1,NA,Retina_Normal,group_enhanced
NONHSAG090918.2,NA,Retina_Normal,group_enhanced
NONHSAG091034.1,NA,Retina_Normal,group_enhanced
NONHSAG097334.1,NA,Retina_Normal,group_enhanced
NONHSAG102276.1,NA,Retina_Normal,group_enhanced
NONHSAG102359.1,NA,Retina_Normal,group_enhanced
NONHSAG105859.1,NA,Retina_Normal,group_enhanced
NONHSAG105860.1,NA,Retina_Normal,group_enhanced
NONHSAG105883.1,NA,Retina_Normal,group_enhanced
NONHSAG106081.1,NA,Retina_Normal,group_enhanced
NONHSAG106358.1,NA,Retina_Normal,group_enhanced
NONHSAG106507.1,NA,Retina_Normal,group_enhanced
NONHSAG106747.1,NA,Retina_Normal,group_enhanced
NONHSAG106765.1,NA,Retina_Normal,group_enhanced
NONHSAG107727.1,NA,Retina_Normal,group_enhanced
NONHSAG109285.1,NA,Retina_Normal,group_enhanced
NONHSAG109646.1,NA,Retina_Normal,group_enhanced
NONHSAG109827.1,NA,Retina_Normal,group_enhanced
NONHSAG109828.1,NA,Retina_Normal,group_enhanced
NONHSAG110786.1,NA,Retina_Normal,group_enhanced
NONHSAG111355.1,NA,Retina_Normal,group_enhanced
NONHSAG112525.1,NA,Retina_Normal,group_enhanced
NONHSAG113048.1,NA,Retina_Normal,group_enhanced
NONHSAG113775.1,NA,Retina_Normal,group_enhanced
ENSG00000223436.1,AC011625.1,Retina_Normal,enriched
ENSG00000225315.2,AL591178.1,Retina_Normal,enriched
ENSG00000226944.1,RNF207-AS1,Retina_Normal,enriched
ENSG00000227227.1,AC017101.1,Retina_Normal,enriched
ENSG00000227487.4,NCAM1-AS1,Retina_Normal,enriched
ENSG00000229854.1,AL357936.1,Retina_Normal,enriched
ENSG00000230316.7,FEZF1-AS1,Retina_Normal,enriched
ENSG00000230432.1,AC114803.1,Retina_Normal,enriched
ENSG00000236502.1,SIX3-AS1,Retina_Normal,enriched
ENSG00000237070.1,AC005550.2,Retina_Normal,enriched
ENSG00000241570.8,PAQR9-AS1,Retina_Normal,enriched
ENSG00000244137.1,AL512328.1,Retina_Normal,enriched
ENSG00000244998.1,AC100803.2,Retina_Normal,enriched
ENSG00000245864.3,MEF2C-AS2,Retina_Normal,enriched
ENSG00000248027.1,ARHGAP42-AS1,Retina_Normal,enriched
ENSG00000254638.1,AP002884.1,Retina_Normal,enriched
ENSG00000254873.1,AP001267.1,Retina_Normal,enriched
ENSG00000255542.1,AC090625.2,Retina_Normal,enriched
ENSG00000255992.1,AC131009.1,Retina_Normal,enriched
ENSG00000259133.5,AL161757.5,Retina_Normal,enriched
ENSG00000260037.5,AC104938.1,Retina_Normal,enriched
ENSG00000260466.1,AC126696.2,Retina_Normal,enriched
ENSG00000261460.1,AC009690.2,Retina_Normal,enriched
ENSG00000265962.1,GACAT2,Retina_Normal,enriched
ENSG00000267424.1,AC020934.1,Retina_Normal,enriched
ENSG00000267543.1,AC015802.3,Retina_Normal,enriched
ENSG00000269420.5,PLA2G4C-AS1,Retina_Normal,enriched
ENSG00000269978.1,AL359881.1,Retina_Normal,enriched
ENSG00000270035.1,AL359881.2,Retina_Normal,enriched
ENSG00000270792.6,AL050403.2,Retina_Normal,enriched
ENSG00000274508.1,AC007336.2,Retina_Normal,enriched
ENSG00000279905.1,AC063926.3,Retina_Normal,enriched
ENSG00000280780.2,JAKMIP2-AS1,Retina_Normal,enriched
ENSG00000286583.1,AC105101.2,Retina_Normal,enriched
LOC100131626,NA,Retina_Normal,enriched
LOC101928502,NA,Retina_Normal,enriched
LOC101929256,NA,Retina_Normal,enriched
LOC105374209,NA,Retina_Normal,enriched
LOC124901986,NA,Retina_Normal,enriched
MSTRG.SL.chr14.102,NA,Retina_Normal,enriched
MSTRG.SL.chr7.1,NA,Retina_Normal,enriched
NONHSAG036629.3,NA,Retina_Normal,enriched
NONHSAG049538.2,NA,Retina_Normal,enriched
NONHSAG058206.1,NA,Retina_Normal,enriched
NONHSAG069437.1,NA,Retina_Normal,enriched
NONHSAG071969.1,NA,Retina_Normal,enriched
NONHSAG088295.1,NA,Retina_Normal,enriched
NONHSAG094288.1,NA,Retina_Normal,enriched
NONHSAG107540.1,NA,Retina_Normal,enriched
NONHSAG108294.1,NA,Retina_Normal,enriched
ENSG00000184224.3,C11orf72,Retina_Normal,enhanced
ENSG00000185065.6,AC000068.1,Retina_Normal,enhanced
ENSG00000204934.10,ATP6V0E2-AS1,Retina_Normal,enhanced
ENSG00000221883.4,ARIH2OS,Retina_Normal,enhanced
ENSG00000222000.7,AC092675.1,Retina_Normal,enhanced
ENSG00000225963.8,AC009950.1,Retina_Normal,enhanced
ENSG00000227803.2,AL158198.1,Retina_Normal,enhanced
ENSG00000228395.2,AL356481.1,Retina_Normal,enhanced
ENSG00000229921.7,KIF25-AS1,Retina_Normal,enhanced
ENSG00000229931.1,ATXN1-AS1,Retina_Normal,enhanced
ENSG00000230749.5,MEIS1-AS2,Retina_Normal,enhanced
ENSG00000234026.1,AL157834.2,Retina_Normal,enhanced
ENSG00000234156.3,AL359636.2,Retina_Normal,enhanced
ENSG00000235706.8,DICER1-AS1,Retina_Normal,enhanced
ENSG00000236256.9,DIAPH2-AS1,Retina_Normal,enhanced
ENSG00000237637.1,FRY-AS1,Retina_Normal,enhanced
ENSG00000238197.6,PAXBP1-AS1,Retina_Normal,enhanced
ENSG00000242767.1,ZBTB20-AS4,Retina_Normal,enhanced
ENSG00000244151.1,AC010973.2,Retina_Normal,enhanced
ENSG00000248015.7,AC005329.1,Retina_Normal,enhanced
ENSG00000249679.2,AC106897.1,Retina_Normal,enhanced
ENSG00000250486.5,FAM218A,Retina_Normal,enhanced
ENSG00000254740.2,AP003396.3,Retina_Normal,enhanced
ENSG00000256894.1,AC022509.3,Retina_Normal,enhanced
ENSG00000258708.1,SLC25A21-AS1,Retina_Normal,enhanced
ENSG00000258761.1,AC116903.1,Retina_Normal,enhanced
ENSG00000258789.1,AL162171.1,Retina_Normal,enhanced
ENSG00000259038.1,AL121820.2,Retina_Normal,enhanced
ENSG00000259124.1,AC008050.1,Retina_Normal,enhanced
ENSG00000259460.1,AC078909.1,Retina_Normal,enhanced
ENSG00000259736.1,CRTC3-AS1,Retina_Normal,enhanced
ENSG00000261113.1,AC009034.1,Retina_Normal,enhanced
ENSG00000262136.1,AC092115.3,Retina_Normal,enhanced
ENSG00000262686.1,GLIS2-AS1,Retina_Normal,enhanced
ENSG00000263069.6,RNF213-AS1,Retina_Normal,enhanced
ENSG00000266957.1,AC012254.1,Retina_Normal,enhanced
ENSG00000267191.2,AC006213.3,Retina_Normal,enhanced
ENSG00000267280.5,TBX2-AS1,Retina_Normal,enhanced
ENSG00000267348.3,GEMIN7-AS1,Retina_Normal,enhanced
ENSG00000269054.2,AC012313.6,Retina_Normal,enhanced
ENSG00000269696.2,AC005498.3,Retina_Normal,enhanced
ENSG00000270096.1,AC078795.2,Retina_Normal,enhanced
ENSG00000271937.1,AC104187.1,Retina_Normal,enhanced
ENSG00000272106.1,AL691432.2,Retina_Normal,enhanced
ENSG00000272323.1,TTC23L-AS1,Retina_Normal,enhanced
ENSG00000272483.1,AC022001.3,Retina_Normal,enhanced
ENSG00000273419.1,AC004877.1,Retina_Normal,enhanced
ENSG00000276075.1,AC027682.6,Retina_Normal,enhanced
ENSG00000276863.1,AC124319.2,Retina_Normal,enhanced
ENSG00000277245.1,AC084782.3,Retina_Normal,enhanced
ENSG00000279465.1,AC090950.2,Retina_Normal,enhanced
ENSG00000283380.1,AL807742.1,Retina_Normal,enhanced
ENSG00000285280.2,AL390957.1,Retina_Normal,enhanced
ENSG00000285865.1,AC010285.3,Retina_Normal,enhanced
ENSG00000286107.1,AC007655.2,Retina_Normal,enhanced
ENSG00000286333.1,AC004828.2,Retina_Normal,enhanced
ENSG00000286904.1,AC093675.1,Retina_Normal,enhanced
ENSG00000287630.1,AC011370.1,Retina_Normal,enhanced
ENSG00000287925.1,AL353576.1,Retina_Normal,enhanced
ENSG00000288109.1,AC079331.3,Retina_Normal,enhanced
HIF1A-AS2,NA,Retina_Normal,enhanced
LINC01530,NA,Retina_Normal,enhanced
LOC105373605,NA,Retina_Normal,enhanced
LOC107985996,NA,Retina_Normal,enhanced
LOC124904427,NA,Retina_Normal,enhanced
LOC124904562,NA,Retina_Normal,enhanced
LOC124904788,NA,Retina_Normal,enhanced
LOC124909356,NA,Retina_Normal,enhanced
MSTRG.SL.chr10.5,NA,Retina_Normal,enhanced
MSTRG.SL.chr11.11,NA,Retina_Normal,enhanced
MSTRG.SL.chr12.119,NA,Retina_Normal,enhanced
MSTRG.SL.chr12.90,NA,Retina_Normal,enhanced
MSTRG.SL.chr16.68,NA,Retina_Normal,enhanced
MSTRG.SL.chr17.212,NA,Retina_Normal,enhanced
MSTRG.SL.chr2.149,NA,Retina_Normal,enhanced
MSTRG.SL.chr3.134,NA,Retina_Normal,enhanced
MSTRG.SL.chr5.71,NA,Retina_Normal,enhanced
MSTRG.SL.chr8.91,NA,Retina_Normal,enhanced
MYOPARR,NA,Retina_Normal,enhanced
NONHSAG009730.2,NA,Retina_Normal,enhanced
NONHSAG009823.2,NA,Retina_Normal,enhanced
NONHSAG011253.2,NA,Retina_Normal,enhanced
NONHSAG012766.2,NA,Retina_Normal,enhanced
NONHSAG016058.2,NA,Retina_Normal,enhanced
NONHSAG031146.3,NA,Retina_Normal,enhanced
NONHSAG033214.2,NA,Retina_Normal,enhanced
NONHSAG034706.3,NA,Retina_Normal,enhanced
NONHSAG041986.2,NA,Retina_Normal,enhanced
NONHSAG050846.3,NA,Retina_Normal,enhanced
NONHSAG055369.3,NA,Retina_Normal,enhanced
NONHSAG063235.1,NA,Retina_Normal,enhanced
NONHSAG065281.1,NA,Retina_Normal,enhanced
NONHSAG071121.2,NA,Retina_Normal,enhanced
NONHSAG073495.2,NA,Retina_Normal,enhanced
NONHSAG073903.1,NA,Retina_Normal,enhanced
NONHSAG081947.1,NA,Retina_Normal,enhanced
NONHSAG090647.2,NA,Retina_Normal,enhanced
NONHSAG094246.1,NA,Retina_Normal,enhanced
NONHSAG094247.1,NA,Retina_Normal,enhanced
NONHSAG103362.1,NA,Retina_Normal,enhanced
NONHSAG104861.1,NA,Retina_Normal,enhanced
NONHSAG105575.1,NA,Retina_Normal,enhanced
NONHSAG106619.1,NA,Retina_Normal,enhanced
NONHSAG110922.1,NA,Retina_Normal,enhanced
NONHSAG112368.1,NA,Retina_Normal,enhanced
NONHSAG113345.1,NA,Retina_Normal,enhanced
NONHSAG115037.1,NA,Retina_Normal,enhanced
ENSG00000230970.4,HHATL-AS1,Skeletal Muscle_Normal,specific
ENSG00000257429.1,AC074031.1,Skeletal Muscle_Normal,specific
ENSG00000265751.1,AC015878.1,Skeletal Muscle_Normal,specific
ENSG00000269604.1,AC005523.2,Skeletal Muscle_Normal,specific
ENSG00000286154.1,AC009974.2,Skeletal Muscle_Normal,specific
ENSG00000287580.1,AC073349.4,Skeletal Muscle_Normal,specific
LOC105369867,NA,Skeletal Muscle_Normal,specific
LOC107984663,NA,Skeletal Muscle_Normal,specific
LOC124905239,NA,Skeletal Muscle_Normal,specific
MSTRG.SL.chr1.246,NA,Skeletal Muscle_Normal,specific
MSTRG.SL.chr1.247,NA,Skeletal Muscle_Normal,specific
MSTRG.SL.chr1.304,NA,Skeletal Muscle_Normal,specific
MSTRG.SL.chr13.66,NA,Skeletal Muscle_Normal,specific
MSTRG.SL.chr2.136,NA,Skeletal Muscle_Normal,specific
MSTRG.SL.chr3.153,NA,Skeletal Muscle_Normal,specific
MSTRG.SL.chrX.48,NA,Skeletal Muscle_Normal,specific
MSTRG.SL.chrX.49,NA,Skeletal Muscle_Normal,specific
NONHSAG079165.1,NA,Skeletal Muscle_Normal,specific
NONHSAG088557.1,NA,Skeletal Muscle_Normal,specific
NONHSAG107265.1,NA,Skeletal Muscle_Normal,specific
NONHSAG108519.1,NA,Skeletal Muscle_Normal,specific
ENSG00000224361.1,AC011239.1,Skeletal Muscle_Normal,group_enriched
ENSG00000224614.2,TNK2-AS1,Skeletal Muscle_Normal,group_enriched
ENSG00000227128.5,LBX1-AS1,Skeletal Muscle_Normal,group_enriched
ENSG00000229444.1,ST3GAL3-AS1,Skeletal Muscle_Normal,group_enriched
ENSG00000230442.5,ASB15-AS1,Skeletal Muscle_Normal,group_enriched
ENSG00000234281.5,LANCL1-AS1,Skeletal Muscle_Normal,group_enriched
ENSG00000249116.1,IRX4-AS1,Skeletal Muscle_Normal,group_enriched
ENSG00000253389.2,AC113133.1,Skeletal Muscle_Normal,group_enriched
ENSG00000257514.5,AC117505.1,Skeletal Muscle_Normal,group_enriched
ENSG00000258444.1,AL132855.1,Skeletal Muscle_Normal,group_enriched
ENSG00000258766.1,DIO2-AS1,Skeletal Muscle_Normal,group_enriched
ENSG00000259881.1,AC092384.2,Skeletal Muscle_Normal,group_enriched
ENSG00000265142.9,MIR133A1HG,Skeletal Muscle_Normal,group_enriched
ENSG00000267557.1,AC008474.1,Skeletal Muscle_Normal,group_enriched
ENSG00000269445.1,AC067969.2,Skeletal Muscle_Normal,group_enriched
ENSG00000287047.1,AL133395.1,Skeletal Muscle_Normal,group_enriched
LOC105377984,NA,Skeletal Muscle_Normal,group_enriched
LOC124902975,NA,Skeletal Muscle_Normal,group_enriched
MSTRG.SL.chr1.245,NA,Skeletal Muscle_Normal,group_enriched
MSTRG.SL.chr12.154,NA,Skeletal Muscle_Normal,group_enriched
MSTRG.SL.chr2.156,NA,Skeletal Muscle_Normal,group_enriched
MSTRG.SL.chr22.71,NA,Skeletal Muscle_Normal,group_enriched
MSTRG.SL.chr3.61,NA,Skeletal Muscle_Normal,group_enriched
NONHSAG034743.3,NA,Skeletal Muscle_Normal,group_enriched
NONHSAG056954.1,NA,Skeletal Muscle_Normal,group_enriched
NONHSAG072196.1,NA,Skeletal Muscle_Normal,group_enriched
NONHSAG083709.1,NA,Skeletal Muscle_Normal,group_enriched
NONHSAG093582.1,NA,Skeletal Muscle_Normal,group_enriched
NONHSAG107074.1,NA,Skeletal Muscle_Normal,group_enriched
NONHSAG107455.1,NA,Skeletal Muscle_Normal,group_enriched
NONHSAG107615.1,NA,Skeletal Muscle_Normal,group_enriched
ENSG00000203506.5,RBMS3-AS2,Skeletal Muscle_Normal,group_enhanced
ENSG00000224269.1,AP000697.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000224272.2,AC131097.2,Skeletal Muscle_Normal,group_enhanced
ENSG00000224721.1,AC007182.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000224884.1,AC034187.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000228812.7,LAMA5-AS1,Skeletal Muscle_Normal,group_enhanced
ENSG00000229619.4,MBNL1-AS1,Skeletal Muscle_Normal,group_enhanced
ENSG00000231794.5,AC009542.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000233334.3,FAM53B-AS1,Skeletal Muscle_Normal,group_enhanced
ENSG00000233818.1,AP000695.2,Skeletal Muscle_Normal,group_enhanced
ENSG00000235296.1,AC145207.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000236345.1,SCAT8,Skeletal Muscle_Normal,group_enhanced
ENSG00000236508.1,ATP13A5-AS1,Skeletal Muscle_Normal,group_enhanced
ENSG00000237328.1,RAI1-AS1,Skeletal Muscle_Normal,group_enhanced
ENSG00000239219.2,AC008040.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000242790.1,AC104831.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000242791.2,AC117395.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000242902.1,FLNC-AS1,Skeletal Muscle_Normal,group_enhanced
ENSG00000243944.5,AC117386.2,Skeletal Muscle_Normal,group_enhanced
ENSG00000244619.2,AC243547.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000249491.1,EGFLAM-AS1,Skeletal Muscle_Normal,group_enhanced
ENSG00000249852.1,AC145676.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000251139.2,AC084871.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000251257.2,AC010457.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000251455.1,AC092611.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000253286.6,AC135166.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000253852.1,AC011383.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000258260.1,AC073896.5,Skeletal Muscle_Normal,group_enhanced
ENSG00000258584.2,FAM181A-AS1,Skeletal Muscle_Normal,group_enhanced
ENSG00000259475.1,AC036108.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000259961.1,AL354712.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000259986.1,AC103876.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000260442.5,ATP2A1-AS1,Skeletal Muscle_Normal,group_enhanced
ENSG00000261253.2,AC137932.2,Skeletal Muscle_Normal,group_enhanced
ENSG00000262420.3,AC007613.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000262624.1,AC113189.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000263301.1,AC113189.3,Skeletal Muscle_Normal,group_enhanced
ENSG00000266718.2,AC079336.5,Skeletal Muscle_Normal,group_enhanced
ENSG00000266980.1,AC087289.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000267417.1,AC138474.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000267784.1,AC010680.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000269968.1,AC006064.4,Skeletal Muscle_Normal,group_enhanced
ENSG00000270112.4,AC090241.2,Skeletal Muscle_Normal,group_enhanced
ENSG00000272109.2,AC008906.2,Skeletal Muscle_Normal,group_enhanced
ENSG00000272446.5,AL158850.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000272510.1,AL121992.3,Skeletal Muscle_Normal,group_enhanced
ENSG00000272736.5,AC005323.2,Skeletal Muscle_Normal,group_enhanced
ENSG00000272941.1,AC083862.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000273267.1,AC097381.3,Skeletal Muscle_Normal,group_enhanced
ENSG00000273599.1,AL731571.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000275025.1,AC002401.3,Skeletal Muscle_Normal,group_enhanced
ENSG00000275178.1,AC018529.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000277619.1,AC008406.3,Skeletal Muscle_Normal,group_enhanced
ENSG00000279365.1,AP000695.3,Skeletal Muscle_Normal,group_enhanced
ENSG00000279619.1,AC020907.5,Skeletal Muscle_Normal,group_enhanced
ENSG00000285774.3,AL133444.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000286463.1,AP002755.1,Skeletal Muscle_Normal,group_enhanced
ENSG00000286657.1,AC008453.2,Skeletal Muscle_Normal,group_enhanced
ENSG00000286952.1,AC093928.1,Skeletal Muscle_Normal,group_enhanced
LOC105375779,NA,Skeletal Muscle_Normal,group_enhanced
LOC105376864,NA,Skeletal Muscle_Normal,group_enhanced
LOC107984912,NA,Skeletal Muscle_Normal,group_enhanced
LOC124901721,NA,Skeletal Muscle_Normal,group_enhanced
LOC124903396,NA,Skeletal Muscle_Normal,group_enhanced
LOC124903866,NA,Skeletal Muscle_Normal,group_enhanced
LOC124903875,NA,Skeletal Muscle_Normal,group_enhanced
LOC124903878,NA,Skeletal Muscle_Normal,group_enhanced
